"Workflow Name","Document Type","Workflow State Field","Is Active","Don't Override Status","Send Email Alert","ID (Document States)","State (Document States)","Only Allow Edit For (Document States)","Doc Status (Document States)","Update Field (Document States)","Update Value (Document States)","Is Optional State (Document States)","Next Action Email Template (Document States)","Message (Document States)","ID (Transitions)","State (Transitions)","Action (Transitions)","Next State (Transitions)","Allowed (Transitions)","Allow Self Approval (Transitions)","Condition (Transitions)"
"","","","","","","8762d05a82","Pending for Quality Head Approval","Quality Head","0","","Pending for Quality Head Approval",0,"","","d3b2551833","Rejected by Finance Team","Transfer Ticket as Transit Complaint","Rejected and transferred as Transit Complaint","Finance Team",1,""
"","","","","","","a7e0f42f12","RCA Approved","Quality Head","0","","RCA Approved",0,"","","8929b874ca","Resent for Finance Team Approval","Request for More Details","Requested for More Details by Finance Team","Finance Team",1,""
"","","","","","","96a0243d24","Issue Closed","Quality Head","0","","Issue Closed",0,"","","cc57cc42db","Pending for RCA Details","RCA Details Submitted","Issue Closed","Physical Verification Officer",0,"doc.close_issue == 1"
"","","","","","","b1c4ba53d3","Rejected and transferred as Transit Complaint","Complaint Registering Team","0","","Rejected and transferred as Transit Complaint",0,"","","8f618968f2","Pending for RCA Details","RCA Details Submitted","Pending for Quality Head Approval","Physical Verification Officer",0,"doc.attach_rca_details"
"","","","","","","d0ac3a524c","Rejected and transferred as Transit Complaint","Physical Verification Officer","0","","Rejected and transferred as Transit Complaint",0,"","","bc19cebbc7","Pending for Quality Head Approval","Approve","Issue Closed","Quality Head",1,"doc.close_issue == 1"
"","","","","","","782e0e23de","Rejected and transferred as Transit Complaint","Finance Team","0","","Rejected and transferred as Transit Complaint",0,"","","b5a786b277","Pending for Quality Head Approval","Approve","RCA Approved","Quality Head",1,""
"","","","","","","47921ac050","Rejected and transferred as Transit Complaint","Quality Head","0","","Rejected and transferred as Transit Complaint",0,"","","92f4410dff","Pending for Quality Head Approval","Reject","Rejected by Quality Head","Quality Head",1,"doc.reason_of_rejection"
"","","","","","","","","","","","","","","","5161039c55","Pending for Quality Head Approval","Request for More Details","Requested for More Details by Quality Head","Quality Head",1,""
"","","","","","","","","","","","","","","","f9a7240c32","Requested for More Details by Quality Head","Resend for Quality Head Approval","Resent for Quality Head Approval","Physical Verification Officer",1,""
"","","","","","","","","","","","","","","","9370b9ad12","Resent for Quality Head Approval","Approve","RCA Approved","Quality Head",1,""
"","","","","","","","","","","","","","","","161160d40e","Resent for Quality Head Approval","Reject","Rejected by Quality Head","Quality Head",1,"doc.reason_of_rejection"
"","","","","","","","","","","","","","","","5a3a5fbc65","Rejected by Quality Head","Transfer Ticket as Transit Complaint","Rejected and transferred as Transit Complaint","Quality Head",1,""
"","","","","","","","","","","","","","","","76fc5503cd","Resent for Quality Head Approval","Request for More Details","Requested for More Details by Quality Head","Quality Head",1,""
"Transit Issue Workflow","Transit Issue","workflow_state",1,0,0,"436db8b6d0","Pending for confirmation with the Transit complaint Registration Team","Complaint Registering Team","0","","Pending for confirmation with the Transit complaint Registration Team",0,"","","a51586b62d","Pending for confirmation with the Transit complaint Registration Team","Approve","Pending for Supply Team Approval","Complaint Registering Team",1,"doc.type_of_issue"
"","","","","","","2020c8e791","Pending for Supply Team Approval","Supply Team","0","","Pending for Supply Team Approval",0,"","","20989cdb3c","Pending for confirmation with the Transit complaint Registration Team","Reject","Rejected by Transit complaint Registration Team","Complaint Registering Team",1,"doc.reason_of_rejection"
"","","","","","","307661f1fc","Rejected by Transit complaint Registration Team","Complaint Registering Team","0","","Rejected by Transit complaint Registration Team",0,"","","097994e20f","Rejected by Transit complaint Registration Team","Transfer Ticket as Quality Complaint","Rejected and transferred as Quality Complaint","Complaint Registering Team",1,""
"","","","","","","024f459822","Rejected by Supply Team","Supply Team","0","","Rejected by Supply Team",0,"","","81e15b92e1","Pending for Supply Team Approval","Approve","Pending for Finance Team Approval","Supply Team",1,""
"","","","","","","83ee744892","Requested for More Details by Finance Team","Supply Team","0","","Requested for More Details by Finance Team",0,"","","55f457d250","Pending for Supply Team Approval","Reject","Rejected by Supply Team","Supply Team",1,"doc.reason_of_rejection"
"","","","","","","2b0a2ca7ac","Pending for Finance Team Approval","Finance Team","0","","Pending for Finance Team Approval",0,"","","ea1845f072","Rejected by Supply Team","Transfer Ticket as Quality Complaint","Rejected and transferred as Quality Complaint","Supply Team",1,""
"","","","","","","8d7d6c8ba3","Resent for Finance Team Approval","Finance Team","0","","Resent for Finance Team Approval",0,"","","77dcbdcdfa","Requested for More Details by Finance Team","Resend for Finance Team Approval","Resent for Finance Team Approval","Supply Team",1,""
"","","","","","","2f1d6e1f8a","Rejected by Finance Team","Finance Team","0","","Rejected by Finance Team",0,"","","787ccf1164","Pending for Finance Team Approval","Approve","Issue Closed","Finance Team",1,"doc.credit_details"
"","","","","","","bde2466cb6","Issue Closed","Finance Team","0","","Issue Closed",0,"","","bb9d303142","Pending for Finance Team Approval","Reject","Rejected by Finance Team","Finance Team",1,"doc.reason_of_rejection"
"","","","","","","43eeba6998","Rejected and transferred as Quality Complaint","Complaint Registering Team","0","","Rejected and transferred as Quality Complaint",0,"","","f585e9d02b","Pending for Finance Team Approval","Request for More Details","Requested for More Details by Finance Team","Finance Team",1,""
"","","","","","","05ae5ed418","Rejected and transferred as Quality Complaint","Supply Team","0","","Rejected and transferred as Quality Complaint",0,"","","9e22f6b01f","Resent for Finance Team Approval","Approve","Issue Closed","Finance Team",1,"doc.credit_details"
"","","","","","","8714436273","Rejected and transferred as Quality Complaint","Finance Team","0","","Rejected and transferred as Quality Complaint",0,"","","3a74503a38","Resent for Finance Team Approval","Reject","Rejected by Finance Team","Finance Team",1,"doc.reason_of_rejection"
"","","","","","","","","","","","","","","","0d4a69e0e4","Rejected by Finance Team","Transfer Ticket as Quality Complaint","Rejected and transferred as Quality Complaint","Finance Team",1,""
"","","","","","","","","","","","","","","","5f87baa487","Resent for Finance Team Approval","Request for More Details","Requested for More Details by Finance Team","Finance Team",1,""
